2.057213486869393204e+00 5.687970433832962414e+00 4.640213129981027862e+00 1.113173431994749762e+01 1.344031145408324157e+01 1.599881362056890310e+01 1.939478099247851972e+01 1.803957446907323003e+01 1.316877488418470499e+01 1.151323220034048589e+01 4.407347464669525650e+00 2.355804417149404362e+00
7.341354484539470704e-01 4.666659233977425103e+00 6.297091884473133838e+00 1.172591147187560701e+01 1.813698573691273097e+01 1.507257310541880635e+01 1.909497220545896212e+01 1.688874884942538301e+01 1.369510419999460460e+01 9.452663809623375712e+00 9.490179837087485026e+00 7.048418010991328586e-01
8.572648578266688357e-01 5.194847921745676445e+00 6.532074714013195837e+00 9.733129764107792070e+00 9.530254459951024160e+00 1.561056908693142553e+01 1.706402660232992474e+01 1.577727012458512057e+01 1.646658353993678503e+01 1.219062402682595447e+01 3.640437946532178781e+00 5.634521180047016742e+00
2.458547723808635066e-01 1.634616738178532369e+00 8.234882839054968429e+00 9.304239818032478126e+00 1.591209882372972118e+01 1.643249769043391950e+01 1.894043396857694006e+01 1.543142955679948436e+01 1.065775869281784693e+01 6.998602918253347127e+00 3.094670356801142663e+00 3.439052114162228779e+00
1.574504897148767624e+00 2.621646487268618486e+00 4.071910690708870462e+00 1.020877344239689144e+01 1.312974345503353568e+01 1.951468306312775169e+01 2.003036404001028714e+01 1.772632028742879129e+01 1.470707892972536435e+01 8.510013595137051468e+00 7.581712937270536301e+00 -3.073563887913088877e-01
6.874159301755469187e+00 4.020392076406880122e+00 5.800694165748259579e+00 1.012268085544998542e+01 1.735259299023165980e+01 1.825720359059303277e+01 1.816310307065063157e+01 1.518659025212472713e+01 1.549161053042985792e+01 6.209718526451949216e+00 4.341276138004031004e+00 2.552602622184894532e+00
2.474985242813987352e-01 4.122287825891057800e+00 5.474940378179076639e+00 1.402117528969302640e+01 1.202623540625929621e+01 1.483635160783496332e+01 1.882807068453856303e+01 2.039373950760983334e+01 1.108808682879379681e+01 1.194309294965165336e+01 7.461639114084432478e+00 3.138312231983763745e+00
2.772800562197448748e+00 -3.541275861076758069e-01 3.992643695137710669e+00 8.659996176301969939e+00 1.719668358053363022e+01 1.479262818015049952e+01 2.138481400622142914e+01 1.787128576205178376e+01 1.350308743214270635e+01 8.950310276671022081e+00 1.312837935601976369e+00 3.930506631122537176e+00
2.068465045180461814e+00 3.331447204436760678e+00 1.549242534973535257e+00 1.011025305703856603e+01 1.199042625730156431e+01 1.423311133475175794e+01 1.947983609948141748e+01 1.778509452588141571e+01 1.446159447058322023e+01 9.630556145284117520e+00 5.801163672459996867e+00 1.550620124472614991e+00
5.760265553951793294e+00 5.236029714260517665e+00 7.236923031095811254e+00 1.376290349520988521e+01 1.354045292409604428e+01 1.540482036129672494e+01 1.834946406471239655e+01 1.663978527895679349e+01 1.116947861581099488e+01 9.988579478408700751e+00 6.373684501393444002e+00 5.186857477004359396e+00
6.672411018959497397e+00 2.878529032556586653e+00 7.918999243891226669e+00 1.168677363798328273e+01 1.290148795945259508e+01 1.508354266179707892e+01 1.778291433537752297e+01 1.388584945714224617e+01 1.501755050829840776e+01 1.050302458982612386e+01 4.774168846854639270e+00 8.125076159354943428e+00
3.271840471774109638e+00 4.738528410083334919e+00 6.285258465181932763e+00 1.016489632441567892e+01 1.646328860901422786e+01 1.678150674313664936e+01 1.706901419779199003e+01 1.936831766792137444e+01 1.505223874989857968e+01 1.104388364206612216e+01 8.904246045537705712e+00 1.993079348035561305e+00
3.013953631576089531e-01 1.874503446875916968e+00 5.886218376555064857e+00 1.051895705799744540e+01 1.343331149472765240e+01 1.877258512445939331e+01 1.841260710486262298e+01 1.194254030231159902e+01 1.497628916871816962e+01 1.064882885875989693e+01 5.766406404024790433e+00 3.375843574591515406e+00
3.760526545502884677e-01 5.544670337136295757e+00 4.545259377969127712e+00 8.561442012606502061e+00 1.420388866466142197e+01 1.459980926318451111e+01 1.546805803539042046e+01 1.631164326522431907e+01 1.509388066687141539e+01 1.043756822812704321e+01 6.994615587020976299e+00 4.081218572374725184e+00
4.734400582959855441e+00 4.580477850292688835e+00 4.747195876612773091e+00 1.252346079400663648e+01 1.248530343824328348e+01 1.715374009807539579e+01 1.736835636164905949e+01 1.452356374491064805e+01 1.514129574622132068e+01 1.010485622618310408e+01 7.407001090099984530e+00 -9.308701089147968233e-01
-2.132287778109925647e+00 1.545175403509122081e+00 5.384675968390765455e+00 7.175842563090850668e+00 1.477602206476065483e+01 1.499594032394184850e+01 1.552709695506693777e+01 1.697308605786699687e+01 1.229749404804718083e+01 7.140201622550279126e+00 5.195894813448715510e+00 2.733795482546712119e+00
5.419238174401911579e+00 2.308122102744408544e+00 8.436923707146672058e+00 9.138844305620045461e+00 1.827628418287035572e+01 1.959751031987885384e+01 1.607294673840481636e+01 1.464654081834948229e+01 1.277081325912721965e+01 1.350037445186859486e+01 6.608369126923845371e+00 1.542409700662819683e+00
